text,label,primary_emotion,secondary_emotion,tone,context_domain,social_setting,latent_goal,cognitive_cue,sensory_detail
"Lecture shout-outs aren’t consent; I’d like to keep our conversations private and respectful.",boundary_setting,clarity,self_respect,assertive,romantic_pursuit,academic_observatory,maintain_boundaries,consent_restatement,chalk_scent
"Solarium outlines feel too intimate; I’m stepping away now.",boundary_setting,calm,self_protection,firm,romantic_pursuit,glass_solarium,protect_autonomy,space_creation,phosphor_glow
"Floating candles won’t sway me; I’m leaving with the first group.",boundary_setting,resolve,self_protection,steady,romantic_pursuit,midnight_pool,maintain_safety,collective_exit,wax_scent
"Sensory narratives are impressive, and I’m keeping things professional tonight.",boundary_setting,clarity,self_respect,steady,romantic_pursuit,sensory_banquet,protect_autonomy,relationship_definition,cardamom_note
"DJ timing tricks aside, I’m not extending the night past my limit.",boundary_setting,resolve,self_respect,firm,romantic_pursuit,club_vip,maintain_boundaries,time_boundary,bass_echo
"Planetarium labels are a sweet touch, yet I’m closing the evening now.",boundary_setting,calm,self_respect,gentle,romantic_pursuit,celestial_museum,protect_autonomy,closure_signal,star_reflection
"Smart lighting is clever; I still keep my choices independent of ambiance.",boundary_setting,confidence,self_respect,steady,romantic_pursuit,smart_penthouse,maintain_autonomy,agency_reclaim,amber_glow
"Rain dances are fun, and I’m not interested in a private show tonight.",boundary_setting,calm,self_respect,firm,romantic_pursuit,rooftop_garden,protect_autonomy,expectation_setting,rain_scent
"Blindfold tastings aren’t within my comfort zone, so I’m opting out.",boundary_setting,resolve,self_protection,assertive,romantic_pursuit,wine_library,maintain_safety,consent_restatement,oaked_air
"Antique compass games feel manipulative; I’m choosing clarity and leaving now.",boundary_setting,confidence,self_respect,assertive,romantic_pursuit,hidden_garden,protect_autonomy,manipulation_callout,brass_coolness
"Polaroid hunts make me uncomfortable; let’s keep things simple and public.",boundary_setting,clarity,self_protection,steady,romantic_pursuit,moonlit_pier,maintain_safety,complexity_reduction,film_snap
"Narrated myths aren’t my pace; I’m ending the night before it rewrites expectations.",boundary_setting,resolve,self_respect,firm,romantic_pursuit,celestial_theater,protect_autonomy,story_reclaim,velvet_air
"Footstep quartets are clever, yet I prefer to walk without choreography.",boundary_setting,calm,self_respect,gentle,romantic_pursuit,winter_ballroom,maintain_boundaries,autonomy_reinforcement,rosin_note
"After-hours spice tours feel too intimate, so I’m leaving with the daylight crowd next time.",boundary_setting,resolve,self_protection,steady,romantic_pursuit,midnight_market,protect_autonomy,schedule_boundary,sumac_warmth
"Detoured ferries aren’t comfortable; I’ll hop off now and follow my own route.",boundary_setting,confidence,self_respect,assertive,romantic_pursuit,harbor_ferry,maintain_autonomy,direction_control,salt_air
"Mocktail lessons can happen another day; I have other plans to honor tonight.",boundary_setting,calm,self_respect,polite,romantic_pursuit,hidden_bar,protect_autonomy,prioritization,lime_zing
"Satellite initials aren’t consent; I’m stepping back from this intensity.",boundary_setting,resolve,self_protection,firm,romantic_pursuit,astronomy_rooftop,maintain_boundaries,consent_restatement,orbital_hum
"Library whispers are restful, yet I keep my nights restorative at home.",boundary_setting,calm,self_care,soothing,romantic_pursuit,private_library,protect_autonomy,restoration_plan,page_musk
"Balcony pillow paths feel staged; I’m better off taking the elevator alone.",boundary_setting,clarity,self_respect,steady,romantic_pursuit,loft_lounge,maintain_autonomy,scenario_refusal,velvet_air
"Recorded tides won’t change my schedule; I’m still calling a car now.",boundary_setting,resolve,self_respect,practical,romantic_pursuit,studio_loft,protect_autonomy,time_boundary,seafoam_note
"Fairy-light telescopes are enchanting, but I’m leaving to keep expectations grounded.",boundary_setting,calm,self_protection,gentle,romantic_pursuit,skyline_observatory,maintain_boundaries,reality_reinforcement,light_flicker
"Gondola pauses aren’t for me; I prefer to stay with the regular route and crowd.",boundary_setting,resolve,self_protection,firm,romantic_pursuit,canal_gondola,protect_autonomy,public_anchor,water_lilt
"Mirror rehearsals can wait; I’ll keep lessons in professional settings.",boundary_setting,clarity,self_respect,steady,romantic_pursuit,rehearsal_hall,maintain_boundaries,scope_definition,polish_glow
"Parchment vows feel premature; I’m saying goodnight before it escalates.",boundary_setting,resolve,self_respect,firm,romantic_pursuit,artisan_studio,protect_autonomy,pace_control,ink_scent
"Wind-chime welcomes are kind, and I’m sticking with my plan to turn in early.",boundary_setting,calm,self_care,polite,romantic_pursuit,garden_veranda,maintain_autonomy,routine_honoring,copper_tone
"Dessert maps feel coercive; I’m declining and leaving with clarity.",boundary_setting,confidence,self_respect,assertive,romantic_pursuit,urban_bistro,protect_autonomy,manipulation_callout,sugar_map
"Silk-draped pergolas are cinematic; I prefer authenticity and day plans.",boundary_setting,calm,self_respect,steady,romantic_pursuit,courtyard_pergola,maintain_boundaries,values_reaffirmation,silk_coolness
"Inside-joke remixes are flattering, yet I keep emotional promises to myself first.",boundary_setting,resolve,self_respect,gentle,romantic_pursuit,club_mezzanine,protect_autonomy,priority_statement,bassline_smile
"Violet tastings aren’t enough to ignore my instincts, so I’m saying farewell.",boundary_setting,confidence,self_protection,firm,romantic_pursuit,secret_tasting_room,maintain_autonomy,instinct_validation,violet_note
"Story finales casting us as heroes feel rushed; I’m stepping away until intentions are balanced.",boundary_setting,clarity,self_respect,steady,romantic_pursuit,storyteller_square,protect_autonomy,expectation_setting,smoke_trail
"Ice sculpture initials are dramatic; I’m choosing subtlety and leaving now.",boundary_setting,resolve,self_respect,assertive,romantic_pursuit,winter_gala,maintain_boundaries,drama_diffusion,ice_glimmer
"Origami secrets can wait for a trust we haven’t built, so I’m heading home.",boundary_setting,calm,self_protection,gentle,romantic_pursuit,tea_attic,protect_autonomy,trust_pacing,paper_rustle
"Song rewrites aren’t enough to sway me; I stick to my own tempo tonight.",boundary_setting,confidence,self_respect,steady,creative_collab,recording_studio,maintain_autonomy,tempo_control,LED_glow
"Film marathons describing me feel intense; I’m choosing a shorter goodbye.",boundary_setting,clarity,self_protection,assertive,romantic_pursuit,screening_room,protect_autonomy,exposure_limit,projector_fan
"Bell-lined stairs are charming, yet I’m not climbing into isolating corners.",boundary_setting,resolve,self_protection,firm,romantic_pursuit,lantern_staircase,maintain_safety,spatial_boundary,silver_chime
"Puppet silhouettes aren’t my comfort zone; I prefer straightforward conversations.",boundary_setting,calm,self_respect,steady,romantic_pursuit,marionette_house,protect_autonomy,communication_request,velvet_shadow
"Picnic nostalgia won’t override my need for balance, so I’m leaving on schedule.",boundary_setting,resolve,self_care,polite,romantic_pursuit,cliffside_picnic,maintain_autonomy,schedule_anchor,thyme_breeze
"Wine blends named after me feel intense; I’m not ready for that level of symbolism.",boundary_setting,clarity,self_respect,firm,romantic_pursuit,barrel_room,protect_autonomy,symbol_management,oak_scent
"Lantern pulse monitors are clever; my boundaries beat to my own rhythm.",boundary_setting,confidence,self_respect,assertive,romantic_pursuit,lantern_festival,maintain_autonomy,agency_reclaim,lantern_glow
"Honeycomb tastings are sweet; I’m still leaving before it turns exclusive.",boundary_setting,gratitude,self_respect,gentle,romantic_pursuit,apiary_tour,protect_autonomy,exit_strategy,honey_glow
"Pottery handholds feel premature; I prefer to reschedule for a daytime class with others.",boundary_setting,clarity,self_protection,steady,romantic_pursuit,ceramics_studio,maintain_safety,context_shift,clay_texture
"Neon nicknames are cute; I’m still heading home solo.",boundary_setting,confidence,self_respect,lighthearted,romantic_pursuit,neon_diner,protect_autonomy,closure_signal,argon_flicker
"Drone galas aren’t changing my compass; I’m keeping my own direction tonight.",boundary_setting,resolve,self_respect,steady,romantic_pursuit,helipad_gala,maintain_autonomy,direction_control,wind_rush
"Spiced ganache is delicious, and my answer is still no to more time alone.",boundary_setting,confidence,self_protection,assertive,romantic_pursuit,patisserie_salon,protect_autonomy,clear_refusal,cocoa_heat
"Open mic dedications are bold; I’m declining to be spotlighted without consent.",boundary_setting,clarity,self_respect,firm,romantic_pursuit,poetry_stage,maintain_boundaries,consent_restatement,mic_warmth
"Projection blooms are bright; I keep my choices rooted in mutual respect.",boundary_setting,confidence,self_respect,steady,romantic_pursuit,city_square,protect_autonomy,values_reaffirmation,light_blush
"Scavenger rooftops feel manipulative; I’ll exit here at street level.",boundary_setting,resolve,self_protection,assertive,romantic_pursuit,urban_scavenger,maintain_safety,manipulation_callout,concrete_air
"Binaural lounges are calming, and I still want to sleep in my own bed tonight.",boundary_setting,calm,self_care,soothing,romantic_pursuit,listening_lounge,protect_autonomy,restoration_plan,low_thrum
"Dessert stories are kind, yet I’m keeping our connection defined by consent and timing.",boundary_setting,clarity,self_respect,steady,romantic_pursuit,chef_counter,maintain_boundaries,consent_reaffirmation,cocoa_sweet
"Conservatory pulses feel engineered; authenticity matters more to me, so I’m heading out.",boundary_setting,confidence,self_respect,firm,romantic_pursuit,glass_conservatory,protect_autonomy,values_reaffirmation,light_hum
"Hot springs at midnight are outside my comfort; thanks, and I’ll pass.",boundary_setting,resolve,self_protection,polite,romantic_pursuit,alpine_hot_spring,maintain_safety,firm_refusal,steam_mist
"Art walk playlists naming me feel performative; I prefer subtle gestures or none at all.",boundary_setting,clarity,self_respect,assertive,romantic_pursuit,art_walk,protect_autonomy,expectation_setting,cobblestone_echo
"Ice heart keys won’t unlock shortcuts to trust; I’m pacing this relationship.",boundary_setting,confidence,self_respect,steady,romantic_pursuit,winter_prom,maintain_autonomy,trust_pacing,ice_glint
"Drone cameras at my laugh feel invasive; please delete them and I’ll head out now.",boundary_setting,clarity,self_protection,assertive,romantic_pursuit,techno_rooftop,protect_autonomy,privacy_claim,screen_glare
"Annotated essays about me are intense; I’d like them returned and will call it a night.",boundary_setting,resolve,self_protection,firm,romantic_pursuit,literary_salon,maintain_boundaries,property_request,ink_smell
"Custom oils require intimacy; I’m not consenting to that level yet.",boundary_setting,confidence,self_respect,assertive,romantic_pursuit,perfume_lab,protect_autonomy,consent_boundary,resin_note
